order_id,order_date,category,product,unit_price,quantity,revenue,discount_pct,region,sales_channel,payment_method,customer_age,customer_rating,order_month,order_year,day_of_week
ORD101835,2024-08-06,Apparel,Jeans,42.75,1,42.75,0.05,East,In-Store,Debit Card,22.0,1.0,2024-08,2024,Tuesday
ORD103798,2024-08-06,Apparel,Jeans,36.0,2,72.0,0.2,West,In-Store,Debit Card,24.0,3.0,2024-08,2024,Tuesday
ORD101879,2024-08-06,Home & Kitchen,Cookware Set,129.0,2,258.0,0.0,Central,Online,Credit Card,42.0,3.0,2024-08,2024,Tuesday
ORD104824,2024-08-06,Beauty,Moisturizer,17.6,3,52.8,0.2,Central,Online,Credit Card,46.0,5.0,2024-08,2024,Tuesday
ORD101938,2024-08-06,Apparel,Dress,46.75,1,46.75,0.15,Central,Online,Credit Card,35.0,5.0,2024-08,2024,Tuesday
ORD101775,2024-08-06,Beauty,Perfume,65.0,2,130.0,0.0,South,In-Store,Debit Card,59.0,5.0,2024-08,2024,Tuesday
ORD100210,2024-08-06,Electronics,Laptop,999.0,1,999.0,0.0,West,Online,Credit Card,49.0,4.0,2024-08,2024,Tuesday
ORD101763,2024-08-06,Home & Kitchen,Cookware Set,129.0,5,645.0,0.0,East,Online,Credit Card,20.0,5.0,2024-08,2024,Tuesday
ORD101059,2024-08-07,Sports,Dumbbells,45.0,1,45.0,0.0,South,Online,Credit Card,27.0,5.0,2024-08,2024,Wednesday
ORD104766,2024-08-07,Home & Kitchen,Coffee Maker,59.0,1,59.0,0.0,West,Online,Credit Card,38.0,5.0,2024-08,2024,Wednesday
ORD101112,2024-08-07,Electronics,Smartwatch,189.05,1,189.05,0.05,East,In-Store,Credit Card,41.0,5.0,2024-08,2024,Wednesday
ORD102971,2024-08-07,Electronics,Laptop,849.15,1,849.15,0.15,West,In-Store,UPI,25.0,3.0,2024-08,2024,Wednesday
ORD101291,2024-08-08,Beauty,Lipstick,18.0,1,18.0,0.0,West,Online,Credit Card,18.0,5.0,2024-08,2024,Thursday
ORD103788,2024-08-08,Sports,Running Shoes,67.15,1,67.15,0.15,Central,Online,Credit Card,21.0,3.0,2024-08,2024,Thursday
ORD104242,2024-08-08,Sports,Yoga Mat,22.5,1,22.5,0.1,West,Online,Credit Card,46.0,5.0,2024-08,2024,Thursday
ORD103813,2024-08-08,Beauty,Shampoo,12.0,1,12.0,0.0,East,Online,UPI,52.0,4.0,2024-08,2024,Thursday
ORD103065,2024-08-08,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,North,Online,UPI,29.0,1.0,2024-08,2024,Thursday
ORD104003,2024-08-08,Apparel,Jeans,40.5,2,81.0,0.1,Central,In-Store,Credit Card,28.0,3.0,2024-08,2024,Thursday
ORD102796,2024-08-09,Beauty,Moisturizer,18.7,1,18.7,0.15,Central,Online,Wallet,20.0,5.0,2024-08,2024,Friday
ORD104471,2024-08-09,Electronics,Headphones,46.55,1,46.55,0.05,South,Online,Debit Card,37.0,5.0,2024-08,2024,Friday
ORD104888,2024-08-09,Sports,Running Shoes,79.0,1,79.0,0.0,South,Online,Credit Card,56.0,5.0,2024-08,2024,Friday
ORD103328,2024-08-09,Apparel,Dress,55.0,1,55.0,0.0,West,In-Store,Cash,22.0,4.0,2024-08,2024,Friday
ORD104851,2024-08-09,Beauty,Sunscreen,16.0,1,16.0,0.0,North,Online,UPI,27.0,5.0,2024-08,2024,Friday
ORD103997,2024-08-09,Electronics,Smartwatch,189.05,2,378.1,0.05,East,Online,Credit Card,27.0,4.0,2024-08,2024,Friday
ORD104400,2024-08-10,Beauty,Perfume,65.0,3,195.0,0.0,East,In-Store,Cash,34.0,4.0,2024-08,2024,Saturday
ORD104485,2024-08-10,Apparel,Dress,52.25,1,52.25,0.05,North,Online,Debit Card,42.0,3.0,2024-08,2024,Saturday
ORD102105,2024-08-10,Beauty,Sunscreen,16.0,2,32.0,0.0,Central,Online,UPI,41.0,4.0,2024-08,2024,Saturday
ORD102739,2024-08-11,Apparel,T-Shirt,15.0,1,15.0,0.0,South,In-Store,Wallet,46.0,5.0,2024-08,2024,Sunday
ORD102224,2024-08-11,Apparel,Jeans,45.0,1,45.0,0.0,West,Online,Credit Card,40.0,4.0,2024-08,2024,Sunday
ORD103152,2024-08-11,Beauty,Perfume,55.25,1,55.25,0.15,Central,Online,Credit Card,39.0,2.0,2024-08,2024,Sunday
ORD101891,2024-08-11,Home & Kitchen,Cookware Set,129.0,1,129.0,0.0,West,Online,Credit Card,44.0,5.0,2024-08,2024,Sunday
ORD104952,2024-08-11,Sports,Dumbbells,36.0,3,108.0,0.2,North,Online,Credit Card,39.0,4.0,2024-08,2024,Sunday
ORD104984,2024-08-11,Beauty,Shampoo,12.0,1,12.0,0.0,Central,In-Store,Debit Card,47.0,4.0,2024-08,2024,Sunday
ORD103055,2024-08-11,Electronics,Laptop,849.15,2,1698.3,0.15,West,Online,Credit Card,30.0,5.0,2024-08,2024,Sunday
ORD100673,2024-08-11,Home & Kitchen,Blender,39.0,1,39.0,0.0,West,In-Store,UPI,30.0,4.0,2024-08,2024,Sunday
ORD104896,2024-08-11,Electronics,Headphones,46.55,1,46.55,0.05,South,Online,Debit Card,18.0,4.0,2024-08,2024,Sunday
ORD103702,2024-08-12,Sports,Tent,109.65,1,109.65,0.15,West,Online,Credit Card,36.0,2.0,2024-08,2024,Monday
ORD104991,2024-08-12,Beauty,Sunscreen,16.0,1,16.0,0.0,East,In-Store,Wallet,31.0,5.0,2024-08,2024,Monday
ORD102433,2024-08-12,Electronics,Smartphone,699.0,1,699.0,0.0,East,Online,Cash,20.0,4.0,2024-08,2024,Monday
ORD102458,2024-08-12,Apparel,Dress,46.75,1,46.75,0.15,North,Online,Debit Card,39.0,5.0,2024-08,2024,Monday
ORD102295,2024-08-12,Apparel,Jeans,36.0,1,36.0,0.2,West,Online,Debit Card,49.0,5.0,2024-08,2024,Monday
ORD102475,2024-08-12,Home & Kitchen,Blender,39.0,2,78.0,0.0,East,In-Store,Credit Card,24.0,3.0,2024-08,2024,Monday
ORD102511,2024-08-12,Beauty,Shampoo,12.0,2,24.0,0.0,Central,Online,Wallet,49.0,4.0,2024-08,2024,Monday
ORD101307,2024-08-13,Electronics,Smartphone,629.1,1,629.1,0.1,West,Online,Debit Card,20.0,5.0,2024-08,2024,Tuesday
ORD100469,2024-08-13,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,East,Online,Credit Card,42.0,5.0,2024-08,2024,Tuesday
ORD103538,2024-08-13,Apparel,Sneakers,65.0,1,65.0,0.0,East,Online,Wallet,25.0,5.0,2024-08,2024,Tuesday
ORD100491,2024-08-13,Electronics,Tablet,349.0,1,349.0,0.0,South,Online,Credit Card,31.0,3.0,2024-08,2024,Tuesday
ORD100499,2024-08-13,Sports,Dumbbells,45.0,1,45.0,0.0,South,Online,Wallet,43.0,4.0,2024-08,2024,Tuesday
ORD100879,2024-08-14,Sports,Dumbbells,45.0,1,45.0,0.0,Central,In-Store,Cash,41.0,2.0,2024-08,2024,Wednesday
ORD103879,2024-08-14,Apparel,Sneakers,65.0,2,130.0,0.0,South,Online,Credit Card,45.0,5.0,2024-08,2024,Wednesday
ORD103313,2024-08-14,Home & Kitchen,Air Fryer,84.55,2,169.1,0.05,South,Online,Wallet,44.0,4.0,2024-08,2024,Wednesday
ORD103621,2024-08-14,Beauty,Sunscreen,16.0,2,32.0,0.0,Central,Online,UPI,63.0,3.0,2024-08,2024,Wednesday
ORD103985,2024-08-14,Apparel,Jeans,45.0,5,225.0,0.0,South,Online,Debit Card,50.0,5.0,2024-08,2024,Wednesday
ORD100990,2024-08-14,Apparel,Jacket,71.2,1,71.2,0.2,Central,Online,Cash,38.0,3.0,2024-08,2024,Wednesday
ORD102961,2024-08-14,Beauty,Moisturizer,22.0,1,22.0,0.0,Central,Online,UPI,40.0,5.0,2024-08,2024,Wednesday
ORD103488,2024-08-14,Electronics,Smartwatch,199.0,1,199.0,0.0,South,Online,Debit Card,49.0,3.0,2024-08,2024,Wednesday
ORD104501,2024-08-14,Apparel,Sneakers,55.25,2,110.5,0.15,North,Online,Wallet,48.0,5.0,2024-08,2024,Wednesday
ORD101009,2024-08-15,Apparel,Jacket,89.0,2,178.0,0.0,Central,Online,Cash,24.0,3.0,2024-08,2024,Thursday
ORD101116,2024-08-15,Sports,Yoga Mat,25.0,1,25.0,0.0,South,In-Store,Debit Card,19.0,4.0,2024-08,2024,Thursday
ORD102815,2024-08-15,Home & Kitchen,Vacuum,149.0,1,149.0,0.0,West,In-Store,Credit Card,33.0,5.0,2024-08,2024,Thursday
ORD102419,2024-08-15,Home & Kitchen,Blender,35.1,1,35.1,0.1,West,In-Store,Credit Card,57.0,5.0,2024-08,2024,Thursday
ORD101425,2024-08-15,Apparel,Sneakers,58.5,4,234.0,0.1,East,Online,Cash,18.0,5.0,2024-08,2024,Thursday
ORD101516,2024-08-15,Beauty,Lipstick,18.0,2,36.0,0.0,West,Online,Cash,22.0,5.0,2024-08,2024,Thursday
ORD104473,2024-08-15,Electronics,Smartphone,699.0,2,1398.0,0.0,East,Online,Debit Card,44.0,3.0,2024-08,2024,Thursday
ORD103150,2024-08-16,Electronics,Tablet,314.1,1,314.1,0.1,West,Online,UPI,23.0,5.0,2024-08,2024,Friday
ORD100069,2024-08-16,Beauty,Sunscreen,16.0,1,16.0,0.0,Central,Online,UPI,31.0,5.0,2024-08,2024,Friday
ORD102819,2024-08-16,Home & Kitchen,Air Fryer,89.0,2,178.0,0.0,East,Online,Debit Card,25.0,5.0,2024-08,2024,Friday
ORD104637,2024-08-17,Home & Kitchen,Vacuum,126.65,1,126.65,0.15,North,In-Store,Cash,41.0,4.0,2024-08,2024,Saturday
ORD101011,2024-08-17,Sports,Dumbbells,45.0,1,45.0,0.0,East,Online,UPI,18.0,5.0,2024-08,2024,Saturday
ORD103100,2024-08-17,Beauty,Perfume,65.0,1,65.0,0.0,East,Online,UPI,18.0,5.0,2024-08,2024,Saturday
ORD100917,2024-08-17,Electronics,Smartwatch,179.1,4,716.4,0.1,East,Online,Debit Card,44.0,5.0,2024-08,2024,Saturday
ORD104077,2024-08-17,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,South,Online,Debit Card,37.0,3.0,2024-08,2024,Saturday
ORD101225,2024-08-17,Electronics,Tablet,349.0,1,349.0,0.0,Central,Online,Credit Card,31.0,3.0,2024-08,2024,Saturday
ORD104227,2024-08-17,Apparel,Dress,55.0,1,55.0,0.0,Central,In-Store,UPI,37.0,3.0,2024-08,2024,Saturday
ORD103295,2024-08-18,Electronics,Tablet,279.2,1,279.2,0.2,Central,In-Store,UPI,47.0,4.0,2024-08,2024,Sunday
ORD100735,2024-08-18,Electronics,Smartphone,629.1,3,1887.3,0.1,North,Online,Credit Card,40.0,3.0,2024-08,2024,Sunday
ORD102372,2024-08-18,Sports,Dumbbells,38.25,1,38.25,0.15,South,In-Store,Credit Card,39.0,4.0,2024-08,2024,Sunday
ORD102195,2024-08-18,Home & Kitchen,Coffee Maker,47.2,1,47.2,0.2,East,Online,Credit Card,33.0,1.0,2024-08,2024,Sunday
ORD100834,2024-08-18,Sports,Yoga Mat,23.75,2,47.5,0.05,Central,Online,Debit Card,44.0,5.0,2024-08,2024,Sunday
ORD103995,2024-08-19,Sports,Bicycle,349.0,1,349.0,0.0,North,Online,Debit Card,32.0,5.0,2024-08,2024,Monday
ORD101109,2024-08-19,Sports,Bicycle,349.0,1,349.0,0.0,West,In-Store,Cash,20.0,3.0,2024-08,2024,Monday
ORD102661,2024-08-19,Home & Kitchen,Blender,37.05,1,37.05,0.05,Central,In-Store,Credit Card,32.0,4.0,2024-08,2024,Monday
ORD101403,2024-08-19,Apparel,Jeans,45.0,1,45.0,0.0,North,Online,Debit Card,48.0,5.0,2024-08,2024,Monday
ORD103378,2024-08-19,Home & Kitchen,Air Fryer,80.1,2,160.2,0.1,South,Online,Debit Card,22.0,5.0,2024-08,2024,Monday
ORD103567,2024-08-19,Electronics,Laptop,949.05,2,1898.1,0.05,West,Online,Debit Card,18.0,5.0,2024-08,2024,Monday
ORD101188,2024-08-19,Electronics,Laptop,949.05,1,949.05,0.05,Central,Online,UPI,18.0,4.0,2024-08,2024,Monday
ORD100851,2024-08-19,Sports,Running Shoes,79.0,5,395.0,0.0,West,Online,UPI,34.0,2.0,2024-08,2024,Monday
ORD101491,2024-08-20,Beauty,Perfume,65.0,1,65.0,0.0,North,In-Store,UPI,43.0,3.0,2024-08,2024,Tuesday
ORD103571,2024-08-20,Beauty,Shampoo,12.0,1,12.0,0.0,West,Online,Credit Card,51.0,5.0,2024-08,2024,Tuesday
ORD100936,2024-08-20,Beauty,Perfume,65.0,2,130.0,0.0,Central,Online,Debit Card,50.0,4.0,2024-08,2024,Tuesday
ORD104843,2024-08-20,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,South,In-Store,Debit Card,49.0,3.0,2024-08,2024,Tuesday
ORD100758,2024-08-20,Electronics,Smartphone,629.1,1,629.1,0.1,Central,Online,Debit Card,27.0,3.0,2024-08,2024,Tuesday
ORD103390,2024-08-20,Apparel,Dress,52.25,1,52.25,0.05,North,Online,UPI,37.0,5.0,2024-08,2024,Tuesday
ORD101172,2024-08-21,Sports,Yoga Mat,22.5,2,45.0,0.1,Central,Online,Cash,43.0,4.0,2024-08,2024,Wednesday
ORD103320,2024-08-21,Apparel,T-Shirt,15.0,2,30.0,0.0,East,Online,Debit Card,35.0,5.0,2024-08,2024,Wednesday
ORD101276,2024-08-21,Home & Kitchen,Coffee Maker,59.0,3,177.0,0.0,West,In-Store,Credit Card,25.0,4.0,2024-08,2024,Wednesday
ORD103627,2024-08-21,Apparel,T-Shirt,13.5,2,27.0,0.1,East,Online,Credit Card,42.0,5.0,2024-08,2024,Wednesday
ORD103923,2024-08-21,Apparel,T-Shirt,15.0,1,15.0,0.0,West,Online,Debit Card,20.0,5.0,2024-08,2024,Wednesday
ORD100232,2024-08-21,Apparel,Jacket,89.0,2,178.0,0.0,Central,Online,Wallet,42.0,5.0,2024-08,2024,Wednesday
ORD100592,2024-08-22,Beauty,Perfume,58.5,2,117.0,0.1,West,In-Store,Credit Card,54.0,3.0,2024-08,2024,Thursday
ORD102755,2024-08-22,Sports,Bicycle,349.0,1,349.0,0.0,South,Online,UPI,47.0,3.0,2024-08,2024,Thursday
ORD103351,2024-08-22,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,Central,Online,Wallet,43.0,5.0,2024-08,2024,Thursday
ORD103271,2024-08-23,Apparel,Dress,46.75,1,46.75,0.15,Central,Online,Wallet,61.0,5.0,2024-08,2024,Friday
ORD101057,2024-08-23,Apparel,Sneakers,65.0,1,65.0,0.0,West,Online,UPI,44.0,4.0,2024-08,2024,Friday
ORD104108,2024-08-23,Apparel,Sneakers,61.75,1,61.75,0.05,South,Online,Credit Card,31.0,5.0,2024-08,2024,Friday
ORD104807,2024-08-23,Home & Kitchen,Blender,39.0,1,39.0,0.0,Central,In-Store,Debit Card,24.0,5.0,2024-08,2024,Friday
ORD103455,2024-08-24,Beauty,Shampoo,12.0,1,12.0,0.0,Central,Online,Credit Card,29.0,4.0,2024-08,2024,Saturday
ORD100380,2024-08-24,Electronics,Smartwatch,179.1,2,358.2,0.1,South,Online,Cash,27.0,3.0,2024-08,2024,Saturday
ORD103224,2024-08-24,Home & Kitchen,Blender,39.0,1,39.0,0.0,East,In-Store,Debit Card,32.0,5.0,2024-08,2024,Saturday
ORD103940,2024-08-24,Sports,Tent,129.0,1,129.0,0.0,East,Online,Credit Card,18.0,4.0,2024-08,2024,Saturday
ORD101990,2024-08-24,Home & Kitchen,Air Fryer,89.0,2,178.0,0.0,West,In-Store,UPI,18.0,5.0,2024-08,2024,Saturday
ORD103391,2024-08-24,Apparel,Sneakers,52.0,1,52.0,0.2,West,In-Store,Cash,33.0,4.0,2024-08,2024,Saturday
ORD101722,2024-08-24,Beauty,Shampoo,12.0,1,12.0,0.0,West,In-Store,Debit Card,31.0,3.0,2024-08,2024,Saturday
ORD103493,2024-08-25,Sports,Running Shoes,71.1,2,142.2,0.1,North,In-Store,Debit Card,18.0,3.0,2024-08,2024,Sunday
ORD103461,2024-08-25,Home & Kitchen,Vacuum,141.55,1,141.55,0.05,South,Online,Wallet,28.0,4.0,2024-08,2024,Sunday
ORD104702,2024-08-25,Electronics,Smartwatch,199.0,3,597.0,0.0,North,Online,Credit Card,26.0,4.0,2024-08,2024,Sunday
ORD103475,2024-08-25,Electronics,Laptop,799.2,1,799.2,0.2,West,Online,Wallet,31.0,2.0,2024-08,2024,Sunday
ORD101399,2024-08-25,Electronics,Smartwatch,179.1,1,179.1,0.1,Central,Online,UPI,24.0,5.0,2024-08,2024,Sunday
ORD100352,2024-08-25,Home & Kitchen,Vacuum,149.0,2,298.0,0.0,Central,Online,UPI,42.0,4.0,2024-08,2024,Sunday
ORD100810,2024-08-25,Beauty,Perfume,65.0,4,260.0,0.0,West,Online,Credit Card,18.0,4.0,2024-08,2024,Sunday
ORD102159,2024-08-26,Sports,Bicycle,349.0,1,349.0,0.0,South,In-Store,Credit Card,49.0,5.0,2024-08,2024,Monday
ORD102769,2024-08-26,Beauty,Moisturizer,22.0,2,44.0,0.0,South,In-Store,Credit Card,24.0,3.0,2024-08,2024,Monday
ORD102604,2024-08-26,Sports,Bicycle,349.0,1,349.0,0.0,North,In-Store,Debit Card,43.0,5.0,2024-08,2024,Monday
ORD101043,2024-08-27,Home & Kitchen,Coffee Maker,53.1,1,53.1,0.1,East,Online,Credit Card,37.0,4.0,2024-08,2024,Tuesday
ORD104398,2024-08-27,Electronics,Headphones,46.55,2,93.1,0.05,East,In-Store,UPI,29.0,3.0,2024-08,2024,Tuesday
ORD102304,2024-08-27,Apparel,Jeans,38.25,1,38.25,0.15,Central,Online,UPI,30.0,5.0,2024-08,2024,Tuesday
ORD103327,2024-08-27,Beauty,Moisturizer,17.6,1,17.6,0.2,East,Online,Debit Card,18.0,4.0,2024-08,2024,Tuesday
ORD101624,2024-08-27,Electronics,Laptop,999.0,2,1998.0,0.0,Central,In-Store,Credit Card,50.0,4.0,2024-08,2024,Tuesday
ORD102998,2024-08-27,Beauty,Moisturizer,19.8,4,79.2,0.1,South,Online,Debit Card,49.0,5.0,2024-08,2024,Tuesday
ORD104982,2024-08-27,Apparel,Jacket,75.65,1,75.65,0.15,Central,In-Store,Credit Card,53.0,4.0,2024-08,2024,Tuesday
ORD103262,2024-08-27,Sports,Yoga Mat,23.75,1,23.75,0.05,Central,In-Store,Credit Card,51.0,5.0,2024-08,2024,Tuesday
ORD103764,2024-08-27,Home & Kitchen,Cookware Set,129.0,3,387.0,0.0,West,Online,Credit Card,39.0,5.0,2024-08,2024,Tuesday
ORD100978,2024-08-28,Electronics,Smartphone,594.15,4,2376.6,0.15,West,Online,Credit Card,37.0,2.0,2024-08,2024,Wednesday
ORD104815,2024-08-28,Electronics,Headphones,44.1,1,44.1,0.1,East,Online,Debit Card,24.0,4.0,2024-08,2024,Wednesday
ORD101634,2024-08-28,Electronics,Headphones,46.55,4,186.2,0.05,South,Online,Cash,38.0,4.0,2024-08,2024,Wednesday
ORD102610,2024-08-28,Apparel,Sneakers,61.75,2,123.5,0.05,North,Online,Cash,42.0,3.0,2024-08,2024,Wednesday
ORD102400,2024-08-28,Home & Kitchen,Cookware Set,116.1,1,116.1,0.1,West,In-Store,UPI,48.0,5.0,2024-08,2024,Wednesday
ORD102996,2024-08-29,Beauty,Shampoo,12.0,1,12.0,0.0,North,Online,Wallet,39.0,4.0,2024-08,2024,Thursday
ORD103335,2024-08-29,Beauty,Moisturizer,19.8,1,19.8,0.1,South,In-Store,Cash,18.0,4.0,2024-08,2024,Thursday
ORD103243,2024-08-29,Sports,Dumbbells,45.0,1,45.0,0.0,North,In-Store,Credit Card,19.0,1.0,2024-08,2024,Thursday
ORD103946,2024-08-29,Apparel,Jacket,80.1,1,80.1,0.1,South,Online,Debit Card,51.0,4.0,2024-08,2024,Thursday
ORD103250,2024-08-29,Beauty,Shampoo,12.0,1,12.0,0.0,West,In-Store,Debit Card,29.0,5.0,2024-08,2024,Thursday
ORD104123,2024-08-29,Apparel,Jeans,45.0,1,45.0,0.0,South,In-Store,Credit Card,35.0,4.0,2024-08,2024,Thursday
ORD101622,2024-08-29,Apparel,Sneakers,61.75,2,123.5,0.05,Central,In-Store,Credit Card,63.0,2.0,2024-08,2024,Thursday
ORD101096,2024-08-29,Home & Kitchen,Blender,39.0,1,39.0,0.0,North,In-Store,UPI,39.0,2.0,2024-08,2024,Thursday
ORD102920,2024-08-30,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,Central,Online,Credit Card,26.0,4.0,2024-08,2024,Friday
ORD102506,2024-08-30,Home & Kitchen,Air Fryer,80.1,1,80.1,0.1,West,In-Store,UPI,24.0,5.0,2024-08,2024,Friday
ORD104289,2024-08-30,Sports,Bicycle,349.0,2,698.0,0.0,North,In-Store,Credit Card,57.0,4.0,2024-08,2024,Friday
ORD103067,2024-08-30,Apparel,Jeans,45.0,1,45.0,0.0,North,In-Store,Debit Card,26.0,5.0,2024-08,2024,Friday
ORD104348,2024-08-30,Electronics,Smartwatch,179.1,2,358.2,0.1,East,In-Store,UPI,56.0,2.0,2024-08,2024,Friday
ORD100597,2024-08-30,Home & Kitchen,Blender,39.0,2,78.0,0.0,South,In-Store,Credit Card,18.0,5.0,2024-08,2024,Friday
ORD101386,2024-08-31,Electronics,Headphones,49.0,1,49.0,0.0,South,Online,Cash,50.0,5.0,2024-08,2024,Saturday
ORD102355,2024-08-31,Home & Kitchen,Air Fryer,84.55,1,84.55,0.05,Central,Online,Debit Card,42.0,5.0,2024-08,2024,Saturday
ORD101280,2024-08-31,Electronics,Headphones,46.55,1,46.55,0.05,Central,Online,Debit Card,30.0,4.0,2024-08,2024,Saturday
ORD104397,2024-08-31,Beauty,Lipstick,17.1,1,17.1,0.05,South,In-Store,Debit Card,26.0,4.0,2024-08,2024,Saturday
ORD101119,2024-08-31,Electronics,Tablet,331.55,1,331.55,0.05,South,Online,Debit Card,46.0,4.0,2024-08,2024,Saturday
ORD101663,2024-09-01,Beauty,Perfume,65.0,1,65.0,0.0,East,Online,Wallet,39.0,5.0,2024-09,2024,Sunday
ORD100400,2024-09-01,Apparel,T-Shirt,15.0,1,15.0,0.0,Central,In-Store,Debit Card,23.0,4.0,2024-09,2024,Sunday
ORD103289,2024-09-01,Home & Kitchen,Coffee Maker,59.0,1,59.0,0.0,Central,Online,Debit Card,25.0,4.0,2024-09,2024,Sunday
ORD103719,2024-09-01,Home & Kitchen,Coffee Maker,56.05,2,112.1,0.05,East,Online,Credit Card,38.0,4.0,2024-09,2024,Sunday
ORD102179,2024-09-01,Sports,Dumbbells,36.0,1,36.0,0.2,Central,Online,Wallet,18.0,5.0,2024-09,2024,Sunday
ORD104130,2024-09-01,Beauty,Lipstick,16.2,2,32.4,0.1,North,Online,Credit Card,23.0,5.0,2024-09,2024,Sunday
ORD102556,2024-09-01,Beauty,Sunscreen,16.0,1,16.0,0.0,East,In-Store,Cash,28.0,5.0,2024-09,2024,Sunday
ORD101107,2024-09-02,Electronics,Headphones,49.0,3,147.0,0.0,West,In-Store,Credit Card,27.0,3.0,2024-09,2024,Monday
ORD102987,2024-09-02,Beauty,Moisturizer,22.0,1,22.0,0.0,East,Online,UPI,30.0,5.0,2024-09,2024,Monday
ORD103899,2024-09-02,Home & Kitchen,Vacuum,141.55,1,141.55,0.05,East,In-Store,Debit Card,54.0,5.0,2024-09,2024,Monday
ORD104462,2024-09-02,Sports,Tent,109.65,3,328.95,0.15,West,In-Store,Debit Card,24.0,5.0,2024-09,2024,Monday
ORD102096,2024-09-02,Apparel,T-Shirt,14.25,1,14.25,0.05,North,In-Store,Cash,44.0,5.0,2024-09,2024,Monday
ORD104307,2024-09-02,Apparel,Sneakers,65.0,1,65.0,0.0,East,Online,UPI,35.0,5.0,2024-09,2024,Monday
ORD103733,2024-09-02,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,Central,Online,Credit Card,42.0,5.0,2024-09,2024,Monday
ORD103404,2024-09-02,Electronics,Smartwatch,189.05,2,378.1,0.05,West,In-Store,Cash,25.0,4.0,2024-09,2024,Monday
ORD103840,2024-09-02,Sports,Tent,129.0,2,258.0,0.0,North,In-Store,Debit Card,52.0,5.0,2024-09,2024,Monday
ORD102615,2024-09-02,Beauty,Shampoo,12.0,3,36.0,0.0,West,Online,Debit Card,29.0,4.0,2024-09,2024,Monday
ORD100032,2024-09-03,Sports,Tent,129.0,1,129.0,0.0,Central,Online,Credit Card,42.0,4.0,2024-09,2024,Tuesday
ORD100451,2024-09-03,Apparel,Jeans,42.75,2,85.5,0.05,South,In-Store,Debit Card,44.0,3.0,2024-09,2024,Tuesday
ORD104920,2024-09-03,Sports,Bicycle,349.0,1,349.0,0.0,North,Online,Credit Card,18.0,5.0,2024-09,2024,Tuesday
ORD100270,2024-09-03,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,West,Online,UPI,22.0,4.0,2024-09,2024,Tuesday
ORD104717,2024-09-03,Sports,Running Shoes,79.0,1,79.0,0.0,North,In-Store,Debit Card,40.0,3.0,2024-09,2024,Tuesday
ORD104946,2024-09-03,Home & Kitchen,Blender,35.1,1,35.1,0.1,North,Online,Wallet,39.0,4.0,2024-09,2024,Tuesday
ORD103086,2024-09-03,Beauty,Perfume,61.75,1,61.75,0.05,West,Online,UPI,26.0,3.0,2024-09,2024,Tuesday
ORD103832,2024-09-04,Sports,Tent,129.0,1,129.0,0.0,Central,Online,Debit Card,38.0,4.0,2024-09,2024,Wednesday
ORD103972,2024-09-04,Apparel,Sneakers,55.25,1,55.25,0.15,North,Online,Credit Card,46.0,3.0,2024-09,2024,Wednesday
ORD103228,2024-09-04,Home & Kitchen,Air Fryer,84.55,2,169.1,0.05,Central,Online,Credit Card,23.0,4.0,2024-09,2024,Wednesday
ORD102538,2024-09-04,Apparel,Jeans,45.0,3,135.0,0.0,South,Online,Wallet,50.0,1.0,2024-09,2024,Wednesday
ORD104126,2024-09-04,Apparel,Dress,44.0,4,176.0,0.2,South,Online,Cash,31.0,4.0,2024-09,2024,Wednesday
ORD100724,2024-09-04,Apparel,Dress,52.25,2,104.5,0.05,Central,Online,Debit Card,41.0,4.0,2024-09,2024,Wednesday
ORD100157,2024-09-04,Apparel,Dress,55.0,2,110.0,0.0,West,In-Store,Credit Card,28.0,5.0,2024-09,2024,Wednesday
ORD101121,2024-09-04,Home & Kitchen,Blender,39.0,3,117.0,0.0,South,In-Store,Wallet,38.0,5.0,2024-09,2024,Wednesday
ORD104633,2024-09-04,Apparel,Jeans,45.0,4,180.0,0.0,West,In-Store,Credit Card,36.0,5.0,2024-09,2024,Wednesday
ORD104223,2024-09-04,Apparel,Dress,55.0,1,55.0,0.0,East,In-Store,UPI,18.0,1.0,2024-09,2024,Wednesday
ORD100300,2024-09-04,Apparel,Jeans,42.75,1,42.75,0.05,South,In-Store,Credit Card,46.0,2.0,2024-09,2024,Wednesday
ORD100297,2024-09-04,Sports,Running Shoes,75.05,1,75.05,0.05,Central,Online,Credit Card,40.0,4.0,2024-09,2024,Wednesday
ORD101501,2024-09-05,Electronics,Smartphone,629.1,2,1258.2,0.1,South,Online,Credit Card,21.0,4.0,2024-09,2024,Thursday
ORD101529,2024-09-05,Home & Kitchen,Blender,33.15,1,33.15,0.15,East,In-Store,UPI,32.0,2.0,2024-09,2024,Thursday
ORD103595,2024-09-05,Apparel,Jeans,45.0,2,90.0,0.0,North,In-Store,Debit Card,28.0,5.0,2024-09,2024,Thursday
ORD104111,2024-09-05,Sports,Yoga Mat,25.0,2,50.0,0.0,East,Online,UPI,20.0,3.0,2024-09,2024,Thursday
