order_id,order_date,category,product,unit_price,quantity,revenue,discount_pct,region,sales_channel,payment_method,customer_age,customer_rating
ORD101960,2024-05-02,Home & Kitchen,Air Fryer,75.65,1,75.65,0.15,East,Online,Credit Card,29.0,5.0
ORD103122,2024-05-03,Apparel,T-Shirt,13.5,1,13.5,0.1,West,Online,UPI,31.0,3.0
ORD104048,2024-05-03,Sports,Dumbbells,40.5,2,81.0,0.1,Central,Online,Debit Card,42.0,3.0
ORD100208,2024-05-03,Electronics,Smartwatch,179.1,1,179.1,0.1,East,In-Store,Debit Card,21.0,2.0
ORD104938,2024-05-03,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,West,In-Store,Debit Card,50.0,2.0
ORD100109,2024-05-03,Apparel,Jeans,45.0,2,90.0,0.0,South,Online,Wallet,47.0,3.0
ORD104278,2024-05-03,Beauty,Moisturizer,22.0,3,66.0,0.0,West,Online,Debit Card,48.0,4.0
ORD102727,2024-05-03,Beauty,Lipstick,17.1,3,51.3,0.05,East,In-Store,Credit Card,44.0,3.0
ORD100016,2024-05-03,Electronics,Headphones,49.0,1,49.0,0.0,West,Online,Credit Card,44.0,4.0
ORD102806,2024-05-03,Apparel,Sneakers,65.0,2,130.0,0.0,East,Online,Debit Card,52.0,5.0
ORD100886,2024-05-04,Electronics,Tablet,349.0,1,349.0,0.0,West,Online,Credit Card,53.0,4.0
ORD103576,2024-05-04,Apparel,Jacket,89.0,2,178.0,0.0,West,Online,Credit Card,24.0,5.0
ORD103594,2024-05-04,Sports,Dumbbells,42.75,1,42.75,0.05,North,In-Store,Credit Card,26.0,3.0
ORD102062,2024-05-04,Beauty,Lipstick,17.1,1,17.1,0.05,North,In-Store,Credit Card,32.0,3.0
ORD103031,2024-05-05,Sports,Bicycle,314.1,1,314.1,0.1,North,Online,UPI,54.0,1.0
ORD102157,2024-05-05,Electronics,Smartphone,629.1,1,629.1,0.1,West,Online,UPI,28.0,5.0
ORD102691,2024-05-05,Sports,Dumbbells,42.75,2,85.5,0.05,East,Online,Debit Card,40.0,3.0
ORD103136,2024-05-05,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,East,In-Store,UPI,53.0,4.0
ORD103868,2024-05-05,Apparel,T-Shirt,15.0,2,30.0,0.0,West,In-Store,Wallet,29.0,4.0
ORD100763,2024-05-06,Apparel,Dress,55.0,1,55.0,0.0,North,In-Store,Credit Card,18.0,5.0
ORD103028,2024-05-06,Home & Kitchen,Cookware Set,129.0,1,129.0,0.0,North,In-Store,UPI,18.0,5.0
ORD101049,2024-05-06,Sports,Running Shoes,79.0,4,316.0,0.0,South,Online,Wallet,35.0,4.0
ORD100126,2024-05-06,Home & Kitchen,Coffee Maker,59.0,1,59.0,0.0,South,Online,Credit Card,21.0,5.0
ORD104627,2024-05-06,Apparel,Sneakers,58.5,2,117.0,0.1,North,In-Store,Credit Card,26.0,2.0
ORD102455,2024-05-06,Apparel,Jacket,89.0,1,89.0,0.0,North,Online,Credit Card,36.0,2.0
ORD102303,2024-05-06,Home & Kitchen,Coffee Maker,59.0,1,59.0,0.0,Central,Online,Debit Card,34.0,4.0
ORD101939,2024-05-07,Beauty,Shampoo,10.2,1,10.2,0.15,East,Online,Credit Card,19.0,5.0
ORD103693,2024-05-07,Electronics,Tablet,349.0,1,349.0,0.0,North,In-Store,UPI,50.0,4.0
ORD104287,2024-05-07,Sports,Dumbbells,38.25,1,38.25,0.15,North,Online,Credit Card,36.0,4.0
ORD100180,2024-05-07,Beauty,Moisturizer,22.0,1,22.0,0.0,North,In-Store,Cash,23.0,5.0
ORD103298,2024-05-08,Sports,Tent,116.1,1,116.1,0.1,East,In-Store,Debit Card,25.0,3.0
ORD101181,2024-05-08,Electronics,Laptop,949.05,2,1898.1,0.05,North,Online,Debit Card,45.0,3.0
ORD103744,2024-05-08,Sports,Dumbbells,40.5,3,121.5,0.1,North,Online,Credit Card,37.0,3.0
ORD102193,2024-05-08,Home & Kitchen,Vacuum,149.0,2,298.0,0.0,West,In-Store,Debit Card,18.0,1.0
ORD100488,2024-05-08,Beauty,Moisturizer,19.8,2,39.6,0.1,West,In-Store,Credit Card,35.0,2.0
ORD104860,2024-05-08,Electronics,Laptop,849.15,1,849.15,0.15,West,Online,Debit Card,45.0,4.0
ORD101264,2024-05-08,Electronics,Smartphone,699.0,1,699.0,0.0,North,In-Store,Debit Card,29.0,4.0
ORD102706,2024-05-08,Electronics,Tablet,349.0,5,1745.0,0.0,Central,Online,Credit Card,40.0,5.0
ORD100202,2024-05-08,Electronics,Smartwatch,169.15,2,338.3,0.15,East,Online,UPI,38.0,4.0
ORD104206,2024-05-09,Electronics,Laptop,949.05,1,949.05,0.05,South,In-Store,Wallet,24.0,4.0
ORD104170,2024-05-09,Home & Kitchen,Air Fryer,75.65,1,75.65,0.15,North,Online,Credit Card,57.0,3.0
ORD101558,2024-05-09,Electronics,Headphones,41.65,1,41.65,0.15,West,Online,Credit Card,39.0,5.0
ORD100467,2024-05-09,Sports,Tent,129.0,5,645.0,0.0,Central,Online,UPI,39.0,3.0
ORD101786,2024-05-09,Apparel,Sneakers,65.0,2,130.0,0.0,West,In-Store,Wallet,40.0,5.0
ORD101633,2024-05-09,Beauty,Moisturizer,22.0,3,66.0,0.0,South,In-Store,UPI,21.0,5.0
ORD100649,2024-05-09,Home & Kitchen,Air Fryer,84.55,2,169.1,0.05,West,Online,Debit Card,48.0,5.0
ORD101366,2024-05-09,Electronics,Tablet,314.1,1,314.1,0.1,North,Online,Credit Card,18.0,5.0
ORD103851,2024-05-09,Beauty,Perfume,65.0,1,65.0,0.0,South,In-Store,Debit Card,28.0,3.0
ORD100472,2024-05-09,Electronics,Tablet,349.0,2,698.0,0.0,West,In-Store,Credit Card,37.0,5.0
ORD100132,2024-05-09,Electronics,Smartwatch,199.0,1,199.0,0.0,North,Online,Cash,34.0,4.0
ORD101408,2024-05-10,Sports,Yoga Mat,25.0,1,25.0,0.0,East,In-Store,Credit Card,29.0,2.0
ORD101103,2024-05-10,Beauty,Shampoo,12.0,1,12.0,0.0,North,In-Store,Debit Card,45.0,5.0
ORD104611,2024-05-10,Apparel,T-Shirt,15.0,1,15.0,0.0,East,Online,Credit Card,44.0,5.0
ORD103353,2024-05-10,Apparel,Sneakers,65.0,2,130.0,0.0,West,In-Store,UPI,46.0,3.0
ORD104744,2024-05-10,Sports,Running Shoes,75.05,4,300.2,0.05,South,Online,UPI,30.0,4.0
ORD104497,2024-05-10,Beauty,Shampoo,12.0,2,24.0,0.0,Central,In-Store,Debit Card,20.0,5.0
ORD101179,2024-05-10,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,Central,Online,Credit Card,35.0,4.0
ORD102041,2024-05-11,Sports,Dumbbells,40.5,2,81.0,0.1,West,In-Store,Credit Card,40.0,5.0
ORD100916,2024-05-11,Beauty,Moisturizer,22.0,1,22.0,0.0,East,In-Store,Credit Card,28.0,5.0
ORD102658,2024-05-11,Electronics,Laptop,999.0,1,999.0,0.0,South,In-Store,Wallet,40.0,4.0
ORD104972,2024-05-11,Electronics,Smartwatch,179.1,1,179.1,0.1,South,In-Store,Debit Card,32.0,5.0
ORD101215,2024-05-12,Apparel,Jacket,84.55,1,84.55,0.05,Central,Online,Credit Card,37.0,3.0
ORD103167,2024-05-12,Apparel,Jacket,89.0,2,178.0,0.0,North,In-Store,Debit Card,38.0,4.0
ORD100055,2024-05-12,Apparel,T-Shirt,15.0,2,30.0,0.0,North,Online,Debit Card,50.0,5.0
ORD100076,2024-05-12,Beauty,Lipstick,18.0,2,36.0,0.0,North,Online,UPI,53.0,5.0
ORD103373,2024-05-12,Electronics,Smartphone,664.05,1,664.05,0.05,East,In-Store,Credit Card,49.0,4.0
ORD100573,2024-05-12,Beauty,Lipstick,18.0,2,36.0,0.0,Central,In-Store,Credit Card,36.0,4.0
ORD103712,2024-05-12,Electronics,Headphones,46.55,1,46.55,0.05,Central,Online,UPI,26.0,4.0
ORD104850,2024-05-13,Electronics,Smartphone,699.0,2,1398.0,0.0,Central,Online,Credit Card,56.0,4.0
ORD101812,2024-05-13,Electronics,Laptop,799.2,4,3196.8,0.2,Central,In-Store,Debit Card,30.0,5.0
ORD101720,2024-05-13,Beauty,Lipstick,18.0,2,36.0,0.0,East,Online,Credit Card,30.0,5.0
ORD104372,2024-05-13,Beauty,Sunscreen,16.0,1,16.0,0.0,South,In-Store,Credit Card,36.0,5.0
ORD101314,2024-05-13,Home & Kitchen,Blender,39.0,3,117.0,0.0,North,Online,UPI,50.0,5.0
ORD104492,2024-05-13,Sports,Tent,129.0,1,129.0,0.0,Central,Online,UPI,18.0,4.0
ORD101416,2024-05-13,Apparel,Jeans,40.5,1,40.5,0.1,South,In-Store,UPI,20.0,3.0
ORD102488,2024-05-13,Home & Kitchen,Blender,39.0,1,39.0,0.0,Central,In-Store,Debit Card,42.0,5.0
ORD100588,2024-05-13,Electronics,Headphones,49.0,2,98.0,0.0,North,In-Store,Credit Card,51.0,4.0
ORD104865,2024-05-14,Apparel,Sneakers,65.0,1,65.0,0.0,North,Online,Credit Card,26.0,3.0
ORD100522,2024-05-14,Electronics,Headphones,49.0,1,49.0,0.0,South,Online,UPI,52.0,4.0
ORD103529,2024-05-14,Electronics,Headphones,44.1,2,88.2,0.1,North,Online,Credit Card,42.0,3.0
ORD100816,2024-05-14,Electronics,Smartphone,699.0,2,1398.0,0.0,Central,In-Store,Credit Card,18.0,5.0
ORD102035,2024-05-14,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,East,In-Store,Credit Card,38.0,5.0
ORD103421,2024-05-15,Electronics,Smartwatch,199.0,1,199.0,0.0,North,In-Store,Debit Card,43.0,4.0
ORD102593,2024-05-15,Electronics,Smartwatch,159.2,1,159.2,0.2,Central,Online,Credit Card,19.0,
ORD102690,2024-05-15,Electronics,Smartphone,629.1,2,1258.2,0.1,West,In-Store,Credit Card,61.0,4.0
ORD104099,2024-05-15,Electronics,Headphones,39.2,2,78.4,0.2,East,Online,Debit Card,54.0,3.0
ORD103991,2024-05-16,Electronics,Smartphone,699.0,2,1398.0,0.0,Central,In-Store,Credit Card,41.0,5.0
ORD102026,2024-05-16,Electronics,Laptop,999.0,1,999.0,0.0,West,Online,Credit Card,39.0,4.0
ORD101976,2024-05-16,Sports,Bicycle,349.0,2,698.0,0.0,South,In-Store,Debit Card,31.0,5.0
ORD101974,2024-05-16,Beauty,Moisturizer,18.7,3,56.1,0.15,North,Online,Cash,18.0,3.0
ORD101292,2024-05-16,Home & Kitchen,Coffee Maker,59.0,2,118.0,0.0,North,Online,UPI,31.0,4.0
ORD104613,2024-05-16,Beauty,Moisturizer,22.0,1,22.0,0.0,South,In-Store,Credit Card,39.0,5.0
ORD104942,2024-05-16,Electronics,Smartwatch,179.1,1,179.1,0.1,Central,In-Store,Debit Card,35.0,4.0
ORD100271,2024-05-16,Sports,Bicycle,349.0,1,349.0,0.0,West,Online,UPI,39.0,3.0
ORD101792,2024-05-16,Home & Kitchen,Blender,33.15,1,33.15,0.15,North,Online,Wallet,53.0,4.0
ORD100648,2024-05-17,Apparel,Sneakers,58.5,1,58.5,0.1,South,In-Store,Debit Card,43.0,4.0
ORD103414,2024-05-17,Home & Kitchen,Vacuum,141.55,2,283.1,0.05,West,In-Store,Credit Card,60.0,5.0
ORD100657,2024-05-17,Sports,Bicycle,296.65,2,593.3,0.15,North,Online,Cash,18.0,4.0
ORD104012,2024-05-17,Beauty,Shampoo,11.4,1,11.4,0.05,South,In-Store,Credit Card,28.0,5.0
ORD102836,2024-05-18,Beauty,Lipstick,17.1,1,17.1,0.05,South,Online,UPI,18.0,4.0
ORD102869,2024-05-18,Beauty,Moisturizer,19.8,1,19.8,0.1,Central,Online,Cash,57.0,4.0
ORD102718,2024-05-18,Beauty,Shampoo,12.0,1,12.0,0.0,West,In-Store,Debit Card,28.0,5.0
ORD100493,2024-05-19,Apparel,T-Shirt,15.0,1,15.0,0.0,North,Online,Credit Card,59.0,2.0
ORD102383,2024-05-19,Home & Kitchen,Vacuum,149.0,1,149.0,0.0,Central,Online,Credit Card,18.0,4.0
ORD102747,2024-05-19,Apparel,Dress,55.0,1,55.0,0.0,West,In-Store,Wallet,33.0,4.0
ORD100362,2024-05-19,Home & Kitchen,Cookware Set,129.0,1,129.0,0.0,North,In-Store,Wallet,46.0,5.0
ORD102450,2024-05-19,Beauty,Moisturizer,22.0,1,22.0,0.0,East,Online,Debit Card,31.0,5.0
ORD100290,2024-05-19,Sports,Running Shoes,67.15,1,67.15,0.15,West,Online,Credit Card,25.0,4.0
ORD104821,2024-05-20,Home & Kitchen,Blender,39.0,3,117.0,0.0,West,In-Store,Debit Card,43.0,4.0
ORD101852,2024-05-20,Home & Kitchen,Vacuum,141.55,4,566.2,0.05,West,In-Store,Wallet,37.0,4.0
ORD100864,2024-05-20,Beauty,Perfume,58.5,1,58.5,0.1,South,In-Store,Credit Card,31.0,4.0
ORD104327,2024-05-20,Electronics,Smartwatch,159.2,2,318.4,0.2,Central,In-Store,Debit Card,18.0,5.0
ORD101828,2024-05-20,Apparel,Dress,52.25,2,104.5,0.05,East,Online,Wallet,44.0,3.0
ORD103942,2024-05-20,Apparel,Dress,46.75,2,93.5,0.15,West,Online,UPI,36.0,2.0
ORD104965,2024-05-20,Sports,Bicycle,279.2,1,279.2,0.2,Central,In-Store,Credit Card,,5.0
ORD103080,2024-05-20,Apparel,Jacket,89.0,1,89.0,0.0,South,Online,Cash,26.0,4.0
ORD102336,2024-05-20,Beauty,Sunscreen,14.4,1,14.4,0.1,South,Online,Wallet,58.0,4.0
ORD101798,2024-05-21,Sports,Dumbbells,45.0,1,45.0,0.0,East,In-Store,Credit Card,38.0,5.0
ORD104342,2024-05-21,Beauty,Moisturizer,20.9,1,20.9,0.05,South,In-Store,Credit Card,36.0,4.0
ORD103881,2024-05-21,Beauty,Moisturizer,22.0,1,22.0,0.0,North,Online,Debit Card,27.0,2.0
ORD101013,2024-05-21,Electronics,Tablet,279.2,3,837.6,0.2,East,Online,Debit Card,18.0,4.0
ORD100722,2024-05-21,Electronics,Headphones,49.0,1,49.0,0.0,North,In-Store,Cash,21.0,4.0
ORD104004,2024-05-21,Electronics,Tablet,349.0,4,1396.0,0.0,Central,Online,Wallet,34.0,5.0
ORD103842,2024-05-21,Apparel,T-Shirt,15.0,1,15.0,0.0,South,Online,Credit Card,39.0,1.0
ORD103504,2024-05-21,Apparel,Jeans,42.75,1,42.75,0.05,Central,Online,UPI,29.0,4.0
ORD101104,2024-05-22,Apparel,Sneakers,61.75,1,61.75,0.05,North,Online,Debit Card,31.0,2.0
ORD102126,2024-05-22,Sports,Running Shoes,67.15,1,67.15,0.15,Central,Online,UPI,40.0,4.0
ORD101191,2024-05-22,Apparel,Jeans,45.0,1,45.0,0.0,West,In-Store,UPI,48.0,4.0
ORD104875,2024-05-22,Apparel,Jeans,45.0,3,135.0,0.0,East,Online,Debit Card,43.0,3.0
ORD101895,2024-05-22,Apparel,Sneakers,65.0,1,65.0,0.0,Central,Online,Wallet,33.0,4.0
ORD101705,2024-05-22,Electronics,Tablet,331.55,2,663.1,0.05,East,In-Store,Cash,55.0,4.0
ORD104752,2024-05-22,Electronics,Smartphone,699.0,2,1398.0,0.0,East,Online,Credit Card,39.0,5.0
ORD103821,2024-05-22,Beauty,Moisturizer,22.0,1,22.0,0.0,North,In-Store,Credit Card,30.0,5.0
ORD100569,2024-05-23,Home & Kitchen,Vacuum,141.55,1,141.55,0.05,North,Online,Wallet,57.0,5.0
ORD103387,2024-05-23,Apparel,Dress,55.0,1,55.0,0.0,North,Online,UPI,26.0,4.0
ORD102329,2024-05-23,Electronics,Smartphone,664.05,1,664.05,0.05,North,Online,UPI,31.0,4.0
ORD100390,2024-05-23,Home & Kitchen,Cookware Set,109.65,2,219.3,0.15,North,Online,Credit Card,40.0,4.0
ORD104127,2024-05-23,Home & Kitchen,Cookware Set,129.0,1,129.0,0.0,West,Online,Debit Card,31.0,4.0
ORD101237,2024-05-24,Sports,Bicycle,296.65,1,296.65,0.15,North,Online,UPI,31.0,4.0
ORD100510,2024-05-24,Electronics,Headphones,49.0,1,49.0,0.0,West,Online,Debit Card,32.0,4.0
ORD104051,2024-05-24,Apparel,Dress,55.0,1,55.0,0.0,Central,Online,Credit Card,25.0,1.0
ORD103519,2024-05-24,Electronics,Headphones,49.0,2,98.0,0.0,North,Online,UPI,18.0,4.0
ORD102646,2024-05-24,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,West,Online,UPI,36.0,4.0
ORD100507,2024-05-24,Sports,Tent,116.1,2,232.2,0.1,Central,Online,Credit Card,35.0,4.0
ORD100373,2024-05-24,Sports,Tent,129.0,1,129.0,0.0,Central,Online,Debit Card,29.0,4.0
ORD103458,2024-05-25,Apparel,Jeans,42.75,2,85.5,0.05,South,Online,Debit Card,21.0,5.0
ORD100927,2024-05-25,Beauty,Shampoo,10.8,1,10.8,0.1,South,In-Store,Debit Card,31.0,4.0
ORD101756,2024-05-25,Beauty,Sunscreen,16.0,1,16.0,0.0,South,Online,Cash,33.0,5.0
ORD102496,2024-05-25,Beauty,Perfume,61.75,2,123.5,0.05,Central,In-Store,Credit Card,46.0,3.0
ORD100049,2024-05-25,Electronics,Headphones,39.2,1,39.2,0.2,South,Online,Wallet,46.0,5.0
ORD101689,2024-05-26,Electronics,Smartwatch,199.0,5,995.0,0.0,West,In-Store,Credit Card,40.0,4.0
ORD100662,2024-05-26,Sports,Dumbbells,42.75,1,42.75,0.05,West,Online,Debit Card,45.0,4.0
ORD101198,2024-05-26,Apparel,T-Shirt,15.0,1,15.0,0.0,West,Online,Debit Card,32.0,5.0
ORD101015,2024-05-26,Beauty,Moisturizer,22.0,1,22.0,0.0,Central,Online,Cash,41.0,1.0
ORD101909,2024-05-26,Beauty,Shampoo,11.4,2,22.8,0.05,North,Online,Credit Card,49.0,4.0
ORD104220,2024-05-26,Electronics,Tablet,331.55,3,994.65,0.05,East,Online,Debit Card,29.0,3.0
ORD101765,2024-05-26,Apparel,Sneakers,55.25,1,55.25,0.15,South,In-Store,Debit Card,27.0,3.0
ORD101488,2024-05-26,Home & Kitchen,Coffee Maker,59.0,1,59.0,0.0,Central,Online,UPI,34.0,3.0
ORD100605,2024-05-26,Home & Kitchen,Cookware Set,109.65,2,219.3,0.15,North,In-Store,Debit Card,41.0,4.0
ORD100193,2024-05-27,Home & Kitchen,Coffee Maker,50.15,1,50.15,0.15,South,Online,Credit Card,20.0,5.0
ORD104228,2024-05-27,Apparel,T-Shirt,15.0,1,15.0,0.0,East,Online,Debit Card,26.0,3.0
ORD104838,2024-05-27,Beauty,Sunscreen,16.0,1,16.0,0.0,West,Online,Debit Card,42.0,4.0
ORD102215,2024-05-27,Electronics,Tablet,349.0,1,349.0,0.0,Central,Online,Credit Card,28.0,4.0
ORD101080,2024-05-28,Apparel,T-Shirt,14.25,1,14.25,0.05,South,Online,UPI,40.0,2.0
ORD100542,2024-05-28,Sports,Running Shoes,71.1,1,71.1,0.1,East,Online,Wallet,25.0,5.0
ORD104618,2024-05-28,Electronics,Tablet,349.0,1,349.0,0.0,South,Online,Credit Card,27.0,2.0
ORD104139,2024-05-28,Home & Kitchen,Blender,37.05,3,111.15,0.05,South,Online,UPI,28.0,4.0
ORD104176,2024-05-29,Apparel,Jeans,40.5,2,81.0,0.1,East,In-Store,Credit Card,27.0,3.0
ORD103460,2024-05-29,Beauty,Perfume,65.0,1,65.0,0.0,West,In-Store,Debit Card,30.0,5.0
ORD104178,2024-05-29,Home & Kitchen,Blender,39.0,1,39.0,0.0,Central,Online,Credit Card,22.0,4.0
ORD101017,2024-05-29,Home & Kitchen,Vacuum,141.55,2,283.1,0.05,West,Online,UPI,47.0,4.0
ORD103713,2024-05-30,Apparel,Jeans,45.0,1,45.0,0.0,West,In-Store,Credit Card,32.0,5.0
ORD101918,2024-05-30,Home & Kitchen,Air Fryer,89.0,2,178.0,0.0,South,Online,Wallet,36.0,4.0
ORD103336,2024-05-30,Beauty,Lipstick,15.3,1,15.3,0.15,East,In-Store,Credit Card,19.0,5.0
ORD103292,2024-05-30,Electronics,Smartphone,629.1,1,629.1,0.1,South,In-Store,Debit Card,53.0,5.0
ORD104363,2024-05-30,Electronics,Tablet,349.0,2,698.0,0.0,West,In-Store,Debit Card,25.0,4.0
ORD103863,2024-05-30,Apparel,Dress,52.25,1,52.25,0.05,West,Online,Debit Card,41.0,2.0
ORD104022,2024-05-30,Sports,Running Shoes,79.0,2,158.0,0.0,North,Online,Credit Card,50.0,2.0
ORD101079,2024-05-30,Home & Kitchen,Air Fryer,89.0,2,178.0,0.0,Central,In-Store,Credit Card,23.0,3.0
ORD100137,2024-05-30,Beauty,Lipstick,18.0,1,18.0,0.0,South,Online,UPI,40.0,5.0
ORD104285,2024-05-31,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,South,Online,Debit Card,38.0,5.0
ORD101454,2024-05-31,Apparel,Dress,52.25,1,52.25,0.05,East,Online,Credit Card,51.0,5.0
ORD103399,2024-05-31,Electronics,Smartphone,699.0,1,699.0,0.0,South,Online,Credit Card,24.0,4.0
ORD102782,2024-05-31,Electronics,Smartwatch,199.0,1,199.0,0.0,East,In-Store,Credit Card,48.0,5.0
ORD100019,2024-05-31,Apparel,Sneakers,61.75,1,61.75,0.05,West,In-Store,UPI,23.0,1.0
ORD102885,2024-05-31,Sports,Dumbbells,45.0,3,135.0,0.0,North,Online,UPI,31.0,3.0
ORD101193,2024-05-31,Beauty,Sunscreen,15.2,1,15.2,0.05,East,Online,Wallet,56.0,5.0
ORD101520,2024-06-01,Sports,Running Shoes,67.15,1,67.15,0.15,East,Online,Credit Card,33.0,4.0
ORD102596,2024-06-01,Sports,Bicycle,349.0,2,698.0,0.0,Central,Online,Credit Card,28.0,4.0
ORD101453,2024-06-01,Sports,Tent,129.0,1,129.0,0.0,East,Online,Cash,27.0,3.0
ORD100020,2024-06-01,Electronics,Laptop,999.0,1,999.0,0.0,East,In-Store,Credit Card,22.0,4.0
ORD102439,2024-06-01,Apparel,Sneakers,65.0,4,260.0,0.0,Central,In-Store,Debit Card,24.0,5.0
ORD102905,2024-06-01,Beauty,Moisturizer,20.9,1,20.9,0.05,West,Online,Debit Card,20.0,4.0
ORD101575,2024-06-02,Home & Kitchen,Cookware Set,116.1,1,116.1,0.1,North,Online,Credit Card,22.0,4.0
ORD102894,2024-06-02,Apparel,Dress,52.25,4,209.0,0.05,West,In-Store,Debit Card,44.0,5.0
ORD100730,2024-06-02,Apparel,Jacket,84.55,1,84.55,0.05,Central,Online,Credit Card,72.0,5.0
ORD103316,2024-06-02,Sports,Dumbbells,45.0,1,45.0,0.0,North,Online,UPI,18.0,5.0
ORD103548,2024-06-02,Apparel,Jeans,45.0,2,90.0,0.0,South,Online,Wallet,27.0,4.0
ORD100198,2024-06-02,Sports,Bicycle,314.1,2,628.2,0.1,Central,In-Store,Credit Card,52.0,4.0
ORD100475,2024-06-02,Electronics,Smartphone,559.2,1,559.2,0.2,Central,Online,Wallet,24.0,4.0
ORD104998,2024-06-02,Home & Kitchen,Air Fryer,89.0,1,89.0,0.0,East,In-Store,UPI,18.0,5.0
ORD100269,2024-06-02,Apparel,Jeans,40.5,2,81.0,0.1,Central,In-Store,Wallet,39.0,4.0
ORD101561,2024-06-03,Home & Kitchen,Cookware Set,129.0,1,129.0,0.0,West,Online,Debit Card,36.0,4.0
ORD104318,2024-06-03,Apparel,Sneakers,65.0,1,65.0,0.0,West,Online,Credit Card,38.0,5.0
ORD102808,2024-06-03,Apparel,T-Shirt,15.0,2,30.0,0.0,Central,In-Store,Cash,27.0,4.0
ORD100333,2024-06-03,Sports,Dumbbells,38.25,1,38.25,0.15,East,Online,Debit Card,42.0,5.0
ORD104968,2024-06-03,Beauty,Moisturizer,19.8,1,19.8,0.1,Central,In-Store,UPI,39.0,5.0
ORD103957,2024-06-03,Home & Kitchen,Vacuum,126.65,1,126.65,0.15,East,In-Store,Debit Card,24.0,4.0
ORD102548,2024-06-03,Sports,Bicycle,314.1,2,628.2,0.1,North,Online,Debit Card,52.0,5.0
ORD101316,2024-06-04,Apparel,Sneakers,61.75,2,123.5,0.05,Central,Online,Debit Card,18.0,4.0
ORD101135,2024-06-04,Apparel,T-Shirt,14.25,1,14.25,0.05,Central,Online,Credit Card,31.0,
ORD101648,2024-06-04,Sports,Yoga Mat,25.0,1,25.0,0.0,West,Online,Debit Card,62.0,4.0
ORD104244,2024-06-04,Apparel,T-Shirt,14.25,1,14.25,0.05,North,Online,UPI,34.0,3.0
ORD100146,2024-06-04,Apparel,Dress,52.25,1,52.25,0.05,South,Online,Wallet,35.0,3.0
ORD100666,2024-06-04,Home & Kitchen,Air Fryer,80.1,1,80.1,0.1,West,Online,Wallet,22.0,4.0
ORD104786,2024-06-04,Electronics,Laptop,999.0,1,999.0,0.0,Central,Online,Credit Card,41.0,4.0
ORD102677,2024-06-04,Electronics,Smartwatch,159.2,2,318.4,0.2,South,Online,UPI,56.0,5.0
ORD104827,2024-06-04,Electronics,Laptop,949.05,4,3796.2,0.05,North,Online,UPI,36.0,3.0
ORD104620,2024-06-04,Sports,Tent,116.1,2,232.2,0.1,East,Online,UPI,54.0,4.0
ORD104490,2024-06-04,Home & Kitchen,Coffee Maker,53.1,1,53.1,0.1,West,In-Store,Credit Card,39.0,3.0
ORD104906,2024-06-05,Electronics,Laptop,999.0,1,999.0,0.0,South,Online,Credit Card,32.0,5.0
ORD102054,2024-06-05,Sports,Bicycle,314.1,1,314.1,0.1,Central,In-Store,UPI,36.0,5.0
ORD103269,2024-06-05,Home & Kitchen,Vacuum,149.0,1,149.0,0.0,South,In-Store,Credit Card,41.0,3.0
ORD104570,2024-06-05,Home & Kitchen,Cookware Set,109.65,2,219.3,0.15,East,In-Store,Cash,18.0,5.0
ORD102464,2024-06-05,Beauty,Perfume,65.0,1,65.0,0.0,South,In-Store,Credit Card,53.0,3.0
ORD102212,2024-06-05,Sports,Tent,109.65,1,109.65,0.15,Central,In-Store,Credit Card,55.0,5.0
ORD102938,2024-06-05,Beauty,Moisturizer,20.9,2,41.8,0.05,East,Online,UPI,18.0,2.0
ORD103116,2024-06-06,Apparel,T-Shirt,15.0,1,15.0,0.0,East,Online,UPI,30.0,5.0
ORD104625,2024-06-06,Electronics,Headphones,49.0,1,49.0,0.0,North,In-Store,UPI,29.0,3.0
ORD104212,2024-06-06,Beauty,Shampoo,9.6,3,28.8,0.2,West,In-Store,Credit Card,29.0,5.0
ORD104932,2024-06-06,Sports,Tent,129.0,1,129.0,0.0,North,In-Store,Debit Card,31.0,4.0
ORD101246,2024-06-07,Electronics,Tablet,331.55,1,331.55,0.05,East,Online,Cash,18.0,3.0
ORD100847,2024-06-07,Sports,Bicycle,349.0,1,349.0,0.0,Central,In-Store,Credit Card,52.0,4.0
ORD103708,2024-06-07,Home & Kitchen,Cookware Set,122.55,1,122.55,0.05,Central,Online,Wallet,51.0,4.0
ORD100073,2024-06-07,Electronics,Tablet,314.1,1,314.1,0.1,Central,Online,Debit Card,38.0,4.0
ORD103123,2024-06-07,Sports,Tent,129.0,3,387.0,0.0,North,In-Store,Debit Card,22.0,4.0
ORD103437,2024-06-07,Beauty,Shampoo,12.0,1,12.0,0.0,West,Online,Debit Card,18.0,5.0
ORD104703,2024-06-07,Beauty,Sunscreen,16.0,1,16.0,0.0,South,Online,Wallet,31.0,4.0
ORD102460,2024-06-07,Apparel,T-Shirt,15.0,1,15.0,0.0,North,In-Store,Cash,38.0,3.0
ORD102833,2024-06-07,Home & Kitchen,Blender,39.0,2,78.0,0.0,West,Online,Credit Card,18.0,5.0
